Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/bond-doors,"https://www.centuryply.com//centuryproduct/bond-door-1.jpg , https://www.centuryply.com//centuryproduct/bond-door-2.jpg",BOND DOORS,Flush Doors Premium Economy,"Bond Doors are Boiling Water Proof (BWP) Doors from CenturyPly that offer you the perfect balance between price and quality. Made from specially selected, chemically treated timber, these Doors provide excellent protection against termites and borers. In addition to that the compact and innovative assembly of the fillers makes them resistant to warping, ensuring that the surface remains free of any kind of undulations. BOND Doors give you the perfect entrances at an optimum price.

BOND Doors give you the option of applying laminates or veneers of your choice to match the surroundings.",7 Years Warranty,25 mm 30 mm 32 mm 35 mm 38 mm,"Borer & Termite Proof , Boiling Water Proof , Slam Proof , Swell Proof , Bend Proof , 7 Years Warranty"
