Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps
https://www.centuryply.com/zykron-fibre-cement-board/zykron-HD-Board,"https://www.centuryply.com//centuryproduct/Zykron-hd.jpg , https://www.centuryply.com//centuryproduct/Zykron-hd-Year-Warranty-Certificate.jpg",Zykron HD Board,100% Termite Proof  Premium,"Zykron Fiber Cement Boards are far superior to conventional building material, these ready to install Fiber cement Boards are an extremely versatile material and is used widely for home, residential and commercial interiors. these boards are durable, easy to maintain, resistant to fire, bugs, rodents, and mold as well as moisture.",20 Years,4 mm 6 mm 8 mm 10 mm 12 mm 18 mm,"100% Termite and Borer Proof   , 100% Water Resistance , Fire Retardant"
