Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps
https://www.centuryply.com/zykron-fibre-cement-board/zykron-siding-board,"https://www.centuryply.com//centuryproduct/Zykron-siding.jpeg , https://www.centuryply.com//centuryproduct/Zykron-siding-Year-Warranty-Certificate.jpg",Zykron Siding Board,100% Termite Proof  Premium,"Zykron Siding Board (planks) are popular for both exterior and interior uses. They are long-lasting and more durable than stone, bricks, etc. Mostly these are used in External Cladding, Decorative Fences, Wall Cladding and Gate Cladding",20 Years,8 mm  150 mm x 3000 mm,"100% Termite and Borer Proof   , 100% Water Resistance , Fire Retardant"
