Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/sainik-doors,"https://www.centuryply.com//centuryproduct/sainik-door-d.jpg , https://www.centuryply.com//centuryproduct/sainik-door-2.jpg",SAINIK DOORS,Flush Doors Affordable,Sainik Doors are Boiling Water Proof (BWP) doors from CenturyPly that do not cost you a fortune. These eco-friendly doors can withstand changing climatic conditions without showing any signs of damage. These slam-proof and swell-proof doors provide security to your home.,5 Years Warranty,25 mm 30 mm 32 mm 35 mm 38 mm 40 mm,"5 Years Warranty , Boiling Water Proof , Borer & Termite Resistant , Eco-Friendly"
