Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/century-metallic-doors-skin,"https://www.centuryply.com//centuryproduct/metallic-skin.jpg , https://www.centuryply.com//centuryproduct/metallic-skin-2.jpg",METALLIC DOOR SKIN,PANEL MOULDED DOORS PREMIUM,Metallic Door Skin are ready-to-use doors that are the perfect amalgamation of luxury and superior practicality. These borer and termite resistant doors give you the peace of mind you deserve.,5 Years Warranty,32 mm 35 mm,"Boiling Water Proof , Climate Stable , Borer & Termite Resistant , Superior Surface Finish"
