Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/century-white-primered-door-skin,"https://www.centuryply.com//centuryproduct/white-primered-2panel.jpg , https://www.centuryply.com//centuryproduct/white-primered-3panel.jpg",WHITE PRIMERED SKIN,PANEL MOULDED DOORS Affordable,"White Primered Skin and its different variants let you offer an artistic finish to your interior décor. They are simple, sophisticated and oh-so-stylish and will add a modern vibe to your home. They are ready-to-use, borer and termite resistant doors that offer long-lasting durability.",5 Years Warranty,32 mm 35 mm,"Boiling Water Proof , Climate Stable , Borer & Termite Resistant , Superior Surface Finish"
