Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/century-plain-doors-skin,"https://www.centuryply.com//centuryproduct/plain-skin-door.jpg , https://www.centuryply.com//centuryproduct/plain-skin-door-2.jpg",PLAIN DOOR SKIN,PANEL MOULDED DOORS PREMIUM,"Plain Door Skin range by CenturyDoors are ready-to-use doors with great aesthetic appeal. These interior doors help give your overall decor a contemporary feel with its subtle sophistication, while its borer & termite resistance make it a practical choice for your home.",5 Years Warranty,32 mm 35 mm,"Boiling Water Proof , Climate Stable , Borer & Termite Resistant , Superior Surface Finish"
