Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/century-melamine-doors-skin,"https://www.centuryply.com//centuryproduct/melamine-2panel.jpg , https://www.centuryply.com//centuryproduct/melamine-3panel_oval.jpg",MELAMINE DOOR SKIN,PANEL MOULDED DOORS PREMIUM,"MELAMINE DOOR SKIN are ready-to-use panel moulded doors that are available in 2 panel, 3 panel oval and 4 panel options. Designed to ramp up your overall decor, these doors are available in 3 different shades of wood – Teak, Sapeli and Straight Grain Wenge.",5 Years Warranty,32 mm 35 mm,"Surface Density of Over 900 Kg/m3 , For Interior Use Only , Borer & Termite Resistant"
