Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/century-veneer-doors,"https://www.centuryply.com//centuryproduct/century-veneera-doors.jpg , https://www.centuryply.com//centuryproduct/century-veneera-doors-2.jpg",CENTURY VENEERED DOORS,Decorative Doors PREMIUM,"Century Veneered Days are beautifully strong doors that are designed with the best in class CenturyVeneers, offering you premium style and high mechanical strength for enhanced durability. These doors were built to last and are effectively climate stable, high impact resistant, warp-resistant. Their smooth-finish is easy on the eyes, making a great first impression on all your guests.",7 Years Warranty,25 mm 30 mm 32 mm 35 mm 38 mm 40 mm,"Boiling Water Proof , Climate Stable , Borer & Termite Proof , Superior Surface Finish , Warp-Resistant"
