Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/sainik-laminated-doors,"https://www.centuryply.com//centuryproduct/sainik-laminated-doors.jpg , https://www.centuryply.com//centuryproduct/sainik-laminated-doors-2.jpg",SAINIK LAMINATED DOORS,Decorative Doors Affordable,"Sainik Laminated Doors are borer and termite resistant doors that offer the perfect combination of style and substance, that fits your budget perfectly. These doors are covered with High Pressure Laminates, giving them the beautiful finish that complements the strength of SAINIK. They are easy to clean and maintain.",5 Years Warranty,30 mm 35 mm,"Boiling Water Proof , Climate Stable , Borer & Termite Resistant , Superior Surface Finish"
