Prod_link,Images,name,Prod_tags,Prod_desc,Prod_warranty,Prod_size,Prod_usps,Prod_spec,Prod_specinpoint,Prod_Tech_Specification
https://www.centuryply.com/centurydoors/century-laminated-doors,"https://www.centuryply.com//centuryproduct/century-laminated-doors.jpg , https://www.centuryply.com//centuryproduct/century-laminated-doors-2.jpg",CENTURY LAMINATED DOORS,Decorative Doors PREMIUM,"Century Laminated Doors are ready-to-use doors that have been designed in line with the latest international trends. Available in a wide range of shades, these interior doors offer great look to your interiors. They add a touch of class and practical elegance transforming entrances into works of art.",7 Years Warranty,25 mm 30 mm 32 mm 35 mm 38 mm 40 mm,"Borer & Termite Proof , Boiling Water Proof , Superior Surface Finish , Climate Stable , Ready to Use , Stain Resistant"
